X,Y,NAME,ADDRESS,USE_TYPE,WARD_ID,SCHOOL_SITE,POOL,POOL_NAME,WEB_URL,PHONE,STATUS,FITNESS_CENTER,XCOORD,YCOORD,MAR_ID,GIS_ID,OBJECTID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-8573002.1251016,4696786.55143478,Fort Greble Spray Park,MARTIN LUTHER KING JR AVENUE SW AND ELMIRA STREET SW,SPRAY PARK,8,,spray park,none,https://dpr.dc.gov/page/spray-parks,,Closed,No,398907.1,128696.52,904021,RecPt_69,1669,{BE72CF54-F961-45F6-8CDC-296AC7E1E03E},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 00:12:59+00
-8569723.17338387,4703439.75185467,Anacostia Pool,1800 ANACOSTIA DRIVE SE,POOL,8,no,outdoor,Anacostia Fitness Pool,https://dpr.dc.gov/page/anacostia-pool,(202) 724-1441,Open,No,401463.8615625,133863.53575,295129,RecPt_70,1670,{0FCB915D-3109-4F27-8919-BD25A86B0BA1},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8571250.60977716,4697670.61972964,Ferebee-Hope Aquatic Center,700 YUMA STREET SE,AQUATIC CENTER,8,Ferebee-Hope Elementary School,indoor,Ferebee-Hope Aquatic Center,https://dpr.dc.gov/page/ferebee-hope-aquatic-center,(202) 645-3916,Open,No,400273.33,129383.22,294588,RecPt_71,1671,{047901CE-FB4A-41C0-BAE6-1B704F69E733},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/26 21:25:26+00
-8571189.68195632,4701685.61929814,Barry Farm Aquatic Center,1230 SUMNER ROAD SE,AQUATIC CENTER,8,no,indoor,Barry Farm  Aquatic Center,https://dpr.dc.gov/page/barry-farm-aquatic-center,(202) 442-5420,Open,No,400320.72575,132501.4505,285960,RecPt_72,1672,{2DF50B87-4F4C-4927-ABDC-54999E14370D},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8569073.42750442,4700581.06456307,Douglass Pool,1921 FREDERICK DOUGLASS COURT SE,POOL,8,no,outdoor,Douglass Pool,https://dpr.dc.gov/page/douglass-pool,(202) 645-5045,Open,No,401970.912125,131643.9641875,310261,RecPt_73,1673,{9FE131C2-D3C1-453A-8505-D8607F13372A},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8569186.13399314,4701302.01450293,Fort Stanton Pool,1800 ERIE STREET SE,POOL,8,no,outdoor,Fort Stanton Pool,https://dpr.dc.gov/page/fort-stanton-pool,(202) 678-1798,Open,No,401882.8955,132203.796125,302145,RecPt_74,1674,{8F46E1C5-E448-4E67-B1FF-E10BBB6F307F},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8573997.80904479,4708641.07608256,Kennedy Recreation Center,1401 7TH STREET NW,RECREATION CENTER,2,no,none,none,https://dpr.dc.gov/page/kennedy-recreation-center,(202) 671-4794,Open,Fitness Room,398132.5970625,137900.7058125,279127,RecPt_75,1675,{3371CE7F-D30A-4693-BD7E-DDC87922308A},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8570471.74691989,4704977.65817482,Watkins Recreation Center,420 12TH STREET SE,RECREATION CENTER,6,no,child,Watkins Children's Pool,https://dpr.dc.gov/page/watkins-recreation-center,(202) 899-6005,Closed,No,400880.192375,135057.3305,294486,RecPt_76,1676,{1E71902E-C9C8-48C4-8A65-C799B5698083},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8572648.6470672,4704436.00805589,Randall Recreation Center,820 SOUTH CAPITOL STREET SW,RECREATION CENTER,6,no,outdoor,Randall Pool,https://dpr.dc.gov/page/randall-recreation-center-00,(202) 545-7255,Closed,No,399183.44,134636.86,276842,RecPt_77,1677,{E0C2D823-B290-409C-A99D-B2C89F8A9934},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8571420.67763065,4704116.55452241,Lincoln Capper Children's Pool,555 L STREET SE,POOL,8,no,child,Lincoln Capper Children's Pool,https://dpr.dc.gov/page/lincoln-capper-childrens-pool,(202) 727-1080,Open,No,400140.59,134388.83,289646,RecPt_78,1678,{FC30023E-4E36-4EB9-8377-FA0163E88827},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/26 23:21:52+00
-8580590.52912296,4716439.86774524,Chevy Chase Recreation Center,5500 41ST STREET NW,RECREATION CENTER,3,,none,none,https://dpr.dc.gov/page/chevy-chase-recreation-center,(202) 727-7714,Closed,No,393001.33,143952.91,264727,RecPt_79,1679,{7A406743-214C-4255-9564-E76F0A16C94B},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8570840.60488219,4707158.27784124,Sherwood Recreation Center,640 10TH STREET NE,RECREATION CENTER,6,no,none,none,https://dpr.dc.gov/page/sherwood-recreation-center,(202) 698-3075,Open,Fitness Room,400592.57225,136749.82,301075,RecPt_80,1680,{828FFD51-E7BF-4AFC-A2D4-3D6666C1C41C},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8572751.51682931,4704475.72459013,Randall Pool,25 I STREET SW,POOL,6,no,outdoor,Randall Pool,https://dpr.dc.gov/page/randall-pool,(202) 727-1420,Open,No,399103.26075,134667.69975,310270,RecPt_81,1681,{304A6022-A41B-491A-93F1-8FAAA9CF04B1},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8573116.86413174,4707931.17001721,RH Terrell Recreation Center,155 L STREET NW,RECREATION CENTER,6,Walker Jones Education Center,none,none,https://dpr.dc.gov/page/rh-terrell-recreation-center-01,(202) 939-5948,Closed,Fitness Room,398818.89,137349.69,307736,RecPt_82,1682,{88AF1CD1-89B7-40E8-BBDB-EAB56856BEBD},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8570320.95658077,4707947.61978139,Joseph Cole Community Center,1299 NEAL STREET NE,RECREATION CENTER,5,no,none,none,https://dpr.dc.gov/page/joseph-cole-community-center,(202) 442-9262,Open,No,400997.43,137362.43,294512,RecPt_83,1683,{E289F67B-84EA-4691-8FCB-615CB665CE66},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8561896.24806357,4706132.947015,Marvin Gaye Recreation Center,15 61ST STREET NE,RECREATION CENTER,7,no,none,none,https://dpr.dc.gov/page/marvin-gaye-recreation-center-00,(202) 899-6004,Open,No,407563.2,135957.63,320321,RecPt_84,1684,{9257C2B7-0C25-49DA-8C0F-1B9713D0AC8B},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8575203.58180444,4710505.8265655,Rita Bright Family & Youth Center,2500 14TH STREET NW,RECREATION CENTER,1,no,none,none,https://dpr.dc.gov/page/rita-bright-community-center-01,(202) 727-0025,Open,No,397193.65,139347.84,234200,RecPt_85,1685,{0A30ECFE-6ABD-467C-BCC8-BD4228A71887},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8577729.16603819,4708500.87089102,Rose Park Recreation Center,2609 DUMBARTON STREET NW,RECREATION CENTER,2,no,none,none,https://dpr.dc.gov/page/rose-park-recreation-center,(202) 316-4210,Open,No,395225.30000001,137793.13,309353,RecPt_86,1686,{C70A01DB-138F-4AEE-ACAD-128897B5D4E9},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8574273.1020948,4713226.31095218,Petworth Recreation Center,801 TAYLOR STREET NW,RECREATION CENTER,4,no,none,none,https://dpr.dc.gov/page/petworth-recreation-center,(202) 576-6850,Open,No,397919.042,141457.965,296169,RecPt_87,1687,{78A406D0-E597-4386-A166-E6F7A09E5206},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8573608.33180545,4717277.99151491,Takoma Community Center,300 VAN BUREN STREET NW,RECREATION CENTER,4,no,none,none,https://dpr.dc.gov/page/takoma-community-center,(202) 576-7068,Open,Fitness Room,398440.43,144553.14,296168,RecPt_88,1688,{1B0231EF-209B-4A4C-9709-BD01A401AB6C},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/26 22:26:47+00
-8572476.92419866,4709359.35811308,Harry Thomas Pool,1743 LINCOLN ROAD NE,POOL,5,no,outdoor,Harry Thomas Pool,https://dpr.dc.gov/page/harry-thomas-sr-pool,(202) 541-7499,Open,No,399317.62,138457.86,296786,RecPt_89,1689,{E5DAE05D-DC07-40FE-8F13-F7B80E155018},JLAY,2022/08/11 23:34:41+00,JLAY,2023/02/02 00:06:24+00
-8575198.30663343,4713556.06506043,Upshur Recreation Center,4300 ARKANSAS AVENUE NW,RECREATION CENTER,4,no,outdoor,Upshur Pool,https://dpr.dc.gov/page/upshur-recreation-center,(202) 576-6842,Open,No,397198.597,141713.948,295147,RecPt_90,1690,{82DAC0AE-66A4-49DC-BC10-FE842ADC1CD2},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8579143.07805157,4717082.62996478,Lafayette-Pointer Spray Park,5900 33RD STREET NW,SPRAY PARK,4,no,spray park,Lafayette Recreation Center Spray Park,https://dpr.dc.gov/page/spray-parks,(202) 282-2206,Open,No,394128.597,144450.359,308530,RecPt_91,1691,{115EAD0B-9DA0-4633-B570-E992A547F88B},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8574278.01499551,4713265.91918826,Petworth Spray Park,801 TAYLOR STREET NW,SPRAY PARK,4,no,spray park,Petworth Rec Center Spray Park,https://dpr.dc.gov/page/spray-parks,(202) 576-6850,Open,No,397915.224375,141488.6870625,296169,RecPt_92,1692,{FBC80243-3184-4877-A73A-FDFD9E9711AA},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8571464.59033486,4715954.55772057,Riggs-LaSalle Spray Park,501 RIGGS ROAD NE,SPRAY PARK,4,Jessie LaSalle Elementary School,spray park,Riggs LaSalle Rec Center Spray Park,https://dpr.dc.gov/page/spray-parks,(202) 576-5224,Open,No,400106.24125,143573.5015,294489,RecPt_93,1693,{23EC892F-6FEA-4E3E-84D7-66D543EE2144},JLAY,2022/08/11 23:34:41+00,JLAY,2023/02/02 00:03:06+00
-8575129.83554574,4713680.27926253,Upshur Pool,4300 ARKANSAS AVENUE NW,POOL,4,no,outdoor,Upshur Pool,https://dpr.dc.gov/page/upshur-pool,(202) 576-8661,Open,No,397251.953125,141810.268875,301563,RecPt_94,1694,{A082878C-2890-4D45-BDD8-1B784FEEB272},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8574566.77714311,4712571.57352102,Raymond Recreation Center,3725 10TH STREET NW,RECREATION CENTER,4,no,none,none,https://dpr.dc.gov/page/raymond-recreation-center,(202) 671-2181,Open,Fitness Room,397690.184125,140950.1825,310493,RecPt_95,1695,{C9997E48-5C22-467E-B9E9-B3948565059B},JLAY,2022/08/11 23:34:41+00,JLAY,2024/06/20 18:49:58+00
-8573604.39693627,4717217.80679915,Takoma Aquatic Center,300 VAN BUREN STREET NW,AQUATIC CENTER,4,no,indoor,Takoma Aquatic Center,https://dpr.dc.gov/page/takoma-aquatic-center,(202) 576-9284,Open,No,398440.43,144553.14,296168,RecPt_96,1696,{B2A4DE11-E070-4D91-AFA7-DD99C2AC11FA},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/26 22:26:47+00
-8571529.80893652,4716009.83587579,Riggs-LaSalle Community Center,501 RIGGS ROAD NE,RECREATION CENTER,4,Jessie LaSalle Elementary School,none,none,https://dpr.dc.gov/page/riggs-lasalle-recreation-center-00,(202) 576-5224,Open,Cardio Center,400055.4626875,143616.365375,310271,RecPt_97,1697,{6EF91628-927F-4617-B580-6F1927E4418F},JLAY,2022/08/11 23:34:41+00,JLAY,2023/02/02 00:02:28+00
-8579060.77293925,4717049.66387599,Lafayette-Pointer Recreation Center,5900 33RD STREET NW,RECREATION CENTER,4,no,none,none,https://dpr.dc.gov/page/lafayette-pointer-recreation-center,(202) 282-2206,Open,No,394192.652125,144424.7519375,308530,RecPt_98,1698,{9D4B9A86-21C8-44FA-A129-04D0E602DF1C},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8569723.12716941,4703439.93088652,Anacostia Recreation Center,1800 ANACOSTIA DRIVE SE,RECREATION CENTER,8,Kenilworth Elementary School,outdoor,Anacostia Fitness Pool,https://dpr.dc.gov/page/anacostia-recreation-center-01,(202) 698-2250,Closed,Fitness Room,401463.8984375,133863.6750625,295129,RecPt_99,1699,{02DF66C7-E383-4655-B31A-685C624E4DEF},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8569233.1450957,4701294.50103746,Fort Stanton Recreation Center,1812 ERIE STREET SE,RECREATION CENTER,8,no,outdoor,Fort Stanton Pool,https://dpr.dc.gov/page/fort-stanton-recreation-center,(202) 671-1040,Open,Fitness Room,401846.243125,132197.9525,296165,RecPt_100,1700,{3277E1D9-1921-4A83-B2BB-981A6ABA9461},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8572731.96932329,4695762.6400582,Bald Eagle Recreation Center,100 JOLIET STREET SW,RECREATION CENTER,8,no,none,none,https://dpr.dc.gov/page/bald-eagle-recreation-center,(202) 671-5125,Open,Fitness Room,399117.744,127901.015,301277,RecPt_101,1701,{A5D2FDAC-655E-4E19-BF0F-3BD275BF136D},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8571189.17921023,4701684.80149877,Barry Farm Recreation Center,1230 SUMNER ROAD SE,RECREATION CENTER,8,no,none,none,https://dpr.dc.gov/page/barry-farm-recreation-center-00,(202) 442-5420,Open,Fitness Room,400321.1183125,132500.8159375,285960,RecPt_102,1702,{40FFEE80-8A29-4215-BA77-060717B09227},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8571247.61277249,4699100.84128425,Congress Heights Recreation Center,611 ALABAMA AVENUE SE,RECREATION CENTER,8,no,none,none,https://dpr.dc.gov/page/congress-heights-recreation-center,(202) 645-3981,Closed For Renovations,No,400275.629,130494.134,307835,RecPt_103,1703,{10C20D9E-59A4-46F6-BC78-450FC1300803},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8573021.31764139,4703795.23920957,King-Greenleaf Recreation Center,201 N STREET SW,RECREATION CENTER,6,no,none,none,https://dpr.dc.gov/page/king-greenleaf-recreation-center,(202) 645-7454,Open,Fitness Room,398892.8900625,134139.4600625,52917,RecPt_104,1704,{E4D84348-286B-4BB0-B037-23683017C9AA},JLAY,2022/08/11 23:34:41+00,JLAY,2023/02/01 22:38:09+00
-8563464.59139062,4704469.97696852,Woody Ward Community Center,5100 SOUTHERN AVENUE SE,RECREATION CENTER,7,no,outdoor,Woody Ward Pool,https://dpr.dc.gov/page/woody-ward-community-center,(202) 645-3957,Open,Fitness Room,406341.9890625,134665.7261875,296175,RecPt_105,1705,{5CCAEF02-EF57-4CC7-92A7-C1938AC2065D},JLAY,2022/08/11 23:34:41+00,JLAY,2024/03/08 00:48:00+00
-8565836.37310322,4705769.56853162,Benning Stoddert Recreation Center,100 STODDERT PLACE SE,RECREATION CENTER,7,no,none,none,https://dpr.dc.gov/page/benning-stoddert-recreation-center-0,(202) 698-1873,Open,Fitness Room,404492.7230625,135673.248625,295821,RecPt_106,1706,{813DF98A-C675-4D38-8D3E-D017830845D4},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8565439.10359398,4702936.89893017,Fort Davis Recreation Center,1400 41ST STREET SE,RECREATION CENTER,7,no,none,none,https://dpr.dc.gov/page/fort-davis-recreation-center-0,(202) 645-9212,Open,No,404803.67,133474.45225,295122,RecPt_107,1707,{4D2CD2DA-1AEB-42E2-83C9-CEF8A6E551A4},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8565002.36198715,4703988.28119805,Ridge Road Community Center,830 RIDGE ROAD SE,RECREATION CENTER,7,no,outdoor,Ridge Road Pool,https://dpr.dc.gov/page/ridge-road-recreation-center-000,(202) 671-6747,Open,Fitness Room,405143.6114375,134290.915875,310262,RecPt_108,1708,{FF248D98-82EC-48A0-9490-D52894F4E812},JLAY,2022/08/11 23:34:41+00,JLAY,2023/02/02 00:13:05+00
-8565002.36198715,4703988.28119805,Ridge Road Pool,830 RIDGE ROAD SE,POOL,7,no,outdoor,Ridge Road Pool,https://dpr.dc.gov/page/ridge-road-pool,(202) 645-5046,Open,No,405143.6114375,134290.915875,310262,RecPt_109,1709,{720D0AD9-05DC-4BDC-9799-C75EBB881BC4},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8564049.30774226,4708566.8702207,Deanwood Community Center,1350 49TH STREET NE,RECREATION CENTER,7,no,indoor,Deanwood Aquatic Center,https://dpr.dc.gov/page/deanwood-recreation-center-00,(202) 671-3077,Open,Fitness Room,405883.866875,137845.0895,307551,RecPt_110,1710,{0858D7D2-A079-44F0-9F8A-EEB369BE63ED},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8573072.54082652,4708320.3867231,New York Avenue Recreation Center,100 N STREET NW,RECREATION CENTER,5,,none,none,https://dpr.dc.gov/page/new-york-avenue-recreation-center,(202) 899-6280,Open,No,398853.47,137651.72,305773,RecPt_111,1711,{1D94435A-2ED1-4C99-A6DA-F694326070B1},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8564048.3158111,4708566.61689479,Deanwood Aquatic Center,1350 49TH STREET NE,AQUATIC CENTER,7,no,indoor,Deanwood Aquatic Center,https://dpr.dc.gov/page/deanwood-aquatic-center,(202) 671-3078,Open,No,405884.6403125,137844.894125,307551,RecPt_112,1712,{2075C10F-EF17-4FF9-94D9-9D86D8DA9A83},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/26 21:44:49+00
-8563464.59139062,4704469.97696852,Woody Ward Pool,5100 SOUTHERN AVENUE SE,POOL,7,no,outdoor,Woody Ward Pool,https://dpr.dc.gov/node/1236146,(202) 645-5044,Open,No,406341.9890625,134665.7261875,296175,RecPt_113,1713,{ED0D7068-B3C5-4BF4-AC03-2D5F9A3BEBB0},JLAY,2022/08/11 23:34:41+00,JLAY,2023/02/02 00:10:26+00
-8561844.94087582,4706175.95605193,Marvin Gaye RC Spray Park,6201 BANKS PLACE NE,SPRAY PARK,7,,spray park,none,https://dpr.dc.gov/page/spray-parks,(202) 899-6004,Open,No,407603.16,135991.05,288795,RecPt_114,1714,{9E971A5B-94A3-4229-B829-11A7DBCBCA6E},JLAY,2022/08/11 23:34:41+00,JLAY,2024/03/08 00:55:28+00
-8569278.25589089,4707045.62952995,Rosedale Pool,1701 GALES STREET NE,POOL,7,,outdoor,Rosedale Pool,https://dpr.dc.gov/page/rosedale-pool,(202) 397-1315,Open,No,401810.05,136662.58,307101,RecPt_115,1715,{81EDA858-6B39-46AA-9C71-E677C66E1978},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8569278.25589089,4707045.62952995,Rosedale Recreation Center,1701 GALES STREET NE,RECREATION CENTER,7,,none,none,https://dpr.dc.gov/page/rosedale-community-center-00,(202) 727-2591,Open,Fitness Room,401810.05,136662.58,307101,RecPt_116,1716,{ABCA2935-ED4A-479A-AFE3-1762C04E492E},JLAY,2022/08/11 23:34:41+00,JLAY,2024/03/08 00:55:28+00
-8565027.84064831,4708551.30247388,Kenilworth Recreation Center,4321 ORD STREET NE,RECREATION CENTER,7,no,outdoor,Kenilworth Pool,https://dpr.dc.gov/page/kenilworth-recreation-center,(202) 299-5094,Open,No,405121.460375,137832.4799375,314577,RecPt_117,1717,{8BF402EB-56AC-496F-890D-AF73A4159455},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8571503.81167934,4704198.6314485,Arthur Capper Community Center,1000 5TH STREET SE,RECREATION CENTER,8,,child,Lincoln Capper Children's Pool,https://dpr.dc.gov/page/arthur-capper-community-center,(202) 478-9260,Open,Fitness Room,400075.791,134452.544,289437,RecPt_118,1718,{E1944FD8-508C-4161-9278-5EB34B18A476},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8574344.55412412,4709511.147643,Westminster Playground Spray Park,911 WESTMINSTER STREET NW,SPRAY PARK,1,,spray park,none,https://dpr.dc.gov/page/spray-parks,,Open,No,397862.6184375,138575.8935,311977,RecPt_119,1719,{4CF49893-FAB8-482B-90BC-9E414B2EC9DC},JLAY,2022/08/11 23:34:41+00,JLAY,2024/03/08 00:55:28+00
-8575757.84631405,4708811.0466907,Stead RC Spray Park,1625 P STREET NW,SPRAY PARK,2,no,spray park,none,https://dpr.dc.gov/page/spray-parks,(202) 673-4465,Open,No,396761.343875,138033.0385,295822,RecPt_120,1720,{1DC18C3B-EF22-4892-9E19-38797E217FCA},JLAY,2022/08/11 23:34:41+00,JLAY,2024/03/08 00:56:57+00
-8573498.10015237,4717411.34355278,Takoma CC Spray Park,300 VAN BUREN STREET NW,SPRAY PARK,4,no,spray park,Takoma CC Spray Park,https://dpr.dc.gov/page/spray-parks,(202) 576-9284,Open,No,398440.43,144553.14,296168,RecPt_121,1721,{9ECAA5DE-E782-4EDD-9069-67A8F2D78BD9},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/26 22:26:47+00
-8568714.66549717,4711201.60403031,Langdon Park Spray Park,2860 MILLS AVENUE NE,SPRAY PARK,5,no,spray park,Langdon Park Spray Park,https://dpr.dc.gov/page/spray-parks,(202) 576-8655,Open,No,402291.86,139907.77,310266,RecPt_122,1722,{CD28B670-4F9C-43DE-BD7A-AE6E51028953},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/26 23:21:52+00
-8570765.07909749,4712901.58729574,Turkey Thicket RC Spray Park,1100 MICHIGAN AVENUE NE,SPRAY PARK,5,no,spray park,Turkey Thicket Aquatic Center,https://dpr.dc.gov/page/spray-parks,(202) 576-9238,Closed For Renovations,,400651.059125,141205.851375,74603,RecPt_123,1723,{C6315B7D-ABB3-48AB-8F1C-32778A430FEB},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 00:12:59+00
-8570433.65974264,4705008.14298597,Watkins RC Spray Park,420 12TH STREET SE,SPRAY PARK,6,no,spray park,none,https://dpr.dc.gov/page/spray-parks,(202) 724-4468,Open,No,400909.8745,135080.9978125,294486,RecPt_124,1724,{D2D62295-C7CA-425A-B4DA-2DCA286F450B},JLAY,2022/08/11 23:34:41+00,JLAY,2024/03/08 00:55:28+00
-8573427.23092062,4709978.22915693,Park at LeDroit Spray Park,319 OAKDALE PLACE NW,SPRAY PARK,1,,spray park,none,https://dpr.dc.gov/page/spray-parks,,Open,No,398577.34125,138938.134625,284597,RecPt_125,1725,{EBD088B8-AE3B-47CB-B973-CF28B1FD64DD},JLAY,2022/08/11 23:34:41+00,JLAY,2024/03/08 00:55:28+00
-8565857.7536109,4705803.78263526,Benning Stoddert CC Spray Park,100 STODDERT PLACE SE,SPRAY PARK,7,no,spray park,none,https://dpr.dc.gov/page/spray-parks,(202) 698-1873,Open,No,404476.045375,135699.7961875,295821,RecPt_127,1727,{950773FD-AAAF-4D0D-A712-FD466463556C},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8570375.92953599,4704373.7497513,Potomac Avenue Triangle Spray Park,1250 POTOMAC AVENUE SE,SPRAY PARK,6,,spray park,none,https://dpr.dc.gov/page/spray-parks,,Open,No,400955.55,134587.89,320508,RecPt_128,1728,{526F12C2-4E00-4B75-AD85-5E5A3455EF83},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/26 21:25:26+00
-8571134.94618865,4705105.32426792,Eastern Market Metro Spray Park,701 PENNSYLVANIA AVENUE SE,SPRAY PARK,6,,spray park,none,https://dpr.dc.gov/page/spray-parks,,Open,No,400363.28025,135156.3899375,294870,RecPt_129,1729,{6855D4CD-2829-4A97-8F29-8EFF0EACBC74},JLAY,2022/08/11 23:34:41+00,JLAY,2024/03/08 00:55:28+00
-8571828.18083421,4710957.67450531,Edgewood RC Spray Park,301 FRANKLIN STREET NE,SPRAY PARK,5,no,spray park,none,https://dpr.dc.gov/page/spray-parks,(202) 788-2204,Open,No,399823.0706875,139697.89325,289734,RecPt_130,1730,{3F327377-6E0E-4778-BE9C-3E3B900E708B},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8563408.81678698,4706926.01492869,Marvin Gaye Park at Division Avenue,DIVISION AVENUE NE AND FOOTE STREET NE,SPRAY PARK,7,,spray park,none,https://dpr.dc.gov/page/spray-parks,(202) 899-6004,Open,No,406383.925875,136572.1135,900345,RecPt_131,1731,{478AB9C6-3C7E-4418-805C-570905BF3AB2},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8580393.08366028,4710675.69105364,Glover Park Community Center,4001 CALVERT STREET NW,RECREATION CENTER,3,Stoddert Elementary School,none,none,https://dpr.dc.gov/page/glover-park-community-center,(202) 299-3324,Open,No,393151.1796875,139482.090375,224730,RecPt_132,1732,{F1618857-BD51-4E9A-BE45-0B49695B4926},JLAY,2022/08/11 23:34:41+00,JLAY,2024/03/08 00:55:28+00
-8575382.8490307,4719478.78823013,Shepherd Park Community Center,7800 14TH STREET NW,RECREATION CENTER,4,no,none,none,https://dpr.dc.gov/node/1530916,(202) 788-2234,Open,Fitness Room,397056.591625,146306.33,256319,RecPt_133,1733,{A81CE2B6-5F8E-47C5-B519-CED8883D6771},JLAY,2022/08/11 23:34:41+00,JLAY,2024/03/08 00:55:28+00
-8570058.8773132,4699491.49381247,Malcolm X Opportunity Center,1351 ALABAMA AVENUE SE,RECREATION CENTER,8,no,none,none,https://dpr.dc.gov/page/malcolm-x-opportunity-center,(202) 727-9152,Closed,No,401202.63,130797.63,289201,RecPt_134,1734,{CE7242D7-002A-4B70-9430-2BDB88B3D325},JLAY,2022/08/11 23:34:41+00,JLAY,2024/08/27 17:28:57+00
-8581076.90982424,4708742.93612928,Hardy Recreation Center Spray Park,4500 Q STREET NW,SPRAY PARK,3,no,spray park,Hardy Recreation Center Spray Park,https://dpr.dc.gov/page/spray-parks,(202) 282-2190,Open,No,392617.0945625,137982.968,284929,RecPt_135,1735,{9B5FDB40-E553-4598-94DB-538CF21FAEF3},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8574816.74991437,4713523.07459213,Roosevelt Aquatic Center,4301 13TH STREET NW,AQUATIC CENTER,4,no,indoor,none,https://dpr.dc.gov/page/roosevelt-aquatic-center,(202) 730-0583,Open,No,397495.7300625,141688.261125,252605,RecPt_136,1736,{01856881-FF3E-4F4A-91FB-6F77EF93D0E6},JLAY,2022/08/11 23:34:41+00,JLAY,2024/03/08 00:54:38+00
-8579569.57981623,4713206.15078494,Hearst Pool,3701 37TH STREET NW,POOL,3,no,outdoor,Hearst Pool,https://dpr.dc.gov/page/hearst-pool,(202) 671-1289,Open,No,393794.212375,141444.487875,335881,RecPt_137,1737,{727861D5-D831-42D2-AADC-7B0FDDCD3266},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
-8565027.84064831,4708551.30247388,Kenilworth Pool,4321 ORD STREET NE,POOL,7,no,outdoor,Kenilworth Pool,https://dpr.dc.gov/page/kenilworth-pool,(202) 258-6513,Open,No,405121.460375,137832.4799375,314577,RecPt_138,1738,{7FBCA80D-285F-45B4-9C1B-7CA106FC35C2},JLAY,2022/08/11 23:34:41+00,JLAY,2022/08/11 23:34:41+00
